success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,A_key,D_key,choice_prob,choice_amount,potential_prize_prob,potential_prize_amount,won_prize,remaining_budget,total_prize
,,,,,html-keyboard-response,390,1032008,0.0-36.0-0.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,391,1035940,0.0-36.0-1.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3931,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪39</span>
                    </p>
                    <p class=""lotteries"">
                      <span>60%</span>
                      <span>65%</span>
                    </p>",d,binary,,,,,,,A,25.35,15,15,0,B,A,65,39,,,,,
,,,,,html-keyboard-response,392,1036639,0.0-36.0-0.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,393,1043917,0.0-36.0-1.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,7277,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>30%</span>
                      <span>50%</span>
                    </p>",d,binary,,,,,,,B,9,22,22,0,A,B,50,18,,,,,
,,,,,html-keyboard-response,394,1045063,0.0-36.0-0.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,395,1048981,0.0-36.0-1.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3916,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪58</span>
                      <span>₪64</span>
                    </p>
                    <p class=""lotteries"">
                      <span>40%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,B,23.2,21,21,0,B,A,40,58,,,,,
,,,,,html-keyboard-response,396,1050300,0.0-36.0-0.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,397,1054757,0.0-36.0-1.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4455,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪76</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>",d,binary,,,,,,,B,49.4,24,24,0,A,B,65,76,,,,,
,,,,,html-keyboard-response,398,1056058,0.0-36.0-0.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,399,1067293,0.0-36.0-1.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,11249,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪79</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>40%</span>
                      <span>60%</span>
                    </p>",a,binary,,,,,,,B,31.6,9,9,0,B,A,40,79,,,,,
,,,,,html-keyboard-response,400,1068759,0.0-36.0-0.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,401,1085110,0.0-36.0-1.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,16349,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪58</span>
                      <span>₪39</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>60%</span>
                    </p>",d,binary,,,,,,,B,23.4,25,25,0,A,B,60,39,,,,,
,,,,,html-keyboard-response,402,1086462,0.0-36.0-0.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,403,1094350,0.0-36.0-1.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,7887,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>30%</span>
                      <span>75%</span>
                    </p>",a,binary,,,,,,,A,10.8,20,20,0,A,B,30,36,,,,,
,,,,,html-keyboard-response,404,1095091,0.0-36.0-0.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,405,1112215,0.0-36.0-1.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,17123,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪61</span>
                    </p>
                    <p class=""lotteries"">
                      <span>70%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,25.2,10,10,0,B,A,70,36,,,,,
,,,,,html-keyboard-response,406,1112834,0.0-36.0-0.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,407,1126151,0.0-36.0-1.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,13316,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪64</span>
                      <span>₪39</span>
                    </p>
                    <p class=""lotteries"">
                      <span>50%</span>
                      <span>65%</span>
                    </p>",d,binary,,,,,,,A,25.35,1,1,0,B,A,65,39,,,,,
,,,,,html-keyboard-response,408,1127468,0.0-36.0-0.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,409,1133325,0.0-36.0-1.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5857,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪61</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>55%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,A,32.25,26,26,0,B,A,75,43,,,,,
,,,,,html-keyboard-response,410,1134528,0.0-36.0-0.19,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,411,1141357,0.0-36.0-1.19,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6828,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪76</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>",a,binary,,,,,,,B,32.25,19,19,0,B,A,75,43,,,,,
,,,,,html-keyboard-response,412,1142846,0.0-36.0-0.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,413,1148037,0.0-36.0-1.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5190,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪58</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>30%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,A,17.4,30,30,1,A,B,30,58,,,,,
,,,,,html-keyboard-response,414,1149054,0.0-36.0-0.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,415,1156573,0.0-36.0-1.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,7518,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>",a,binary,,,,,,,A,2.75,12,12,0,A,B,25,11,,,,,
,,,,,html-keyboard-response,416,1157315,0.0-36.0-0.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,417,1163229,0.0-36.0-1.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5913,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪61</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,32.25,11,11,0,B,A,75,43,,,,,
,,,,,html-keyboard-response,418,1164439,0.0-36.0-0.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,419,1168310,0.0-36.0-1.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3870,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪64</span>
                    </p>
                    <p class=""lotteries"">
                      <span>70%</span>
                      <span>50%</span>
                    </p>",a,binary,,,,,,,A,25.2,3,3,0,A,B,70,36,,,,,
,,,,,html-keyboard-response,420,1169429,0.0-36.0-0.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,421,1181685,0.0-36.0-1.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,12255,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪79</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>65%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,B,53.25,8,8,0,A,B,75,71,,,,,
,,,,,html-keyboard-response,422,1182557,0.0-36.0-0.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,423,1186925,0.0-36.0-1.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4367,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪64</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>50%</span>
                    </p>",a,binary,,,,,,,B,27,4,4,0,B,A,75,36,,,,,
,,,,,html-keyboard-response,424,1188422,0.0-36.0-0.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,425,1191261,0.0-36.0-1.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2838,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,A,8.25,29,29,1,B,A,75,11,,,,,
,,,,,html-keyboard-response,426,1191912,0.0-36.0-0.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,427,1198837,0.0-36.0-1.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6924,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪64</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,B,8.25,6,6,0,A,B,75,11,,,,,
,,,,,html-keyboard-response,428,1199528,0.0-36.0-0.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,429,1204573,0.0-36.0-1.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5044,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,B,3,23,23,0,B,A,75,4,,,,,
,,,,,html-keyboard-response,430,1205157,0.0-36.0-0.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,431,1214629,0.0-36.0-1.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,9471,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,27,16,16,0,B,A,75,36,,,,,
,,,,,html-keyboard-response,432,1215642,0.0-37.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,433,1226444,0.0-38.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,10801,"<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>", ,scan_wait,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,434,1227095,0.0-39.0-0.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,435,1230317,0.0-39.0-1.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3222,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪71</span>
                      <span>₪79</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>",a,binary,,,,,,,B,53.25,8,8,0,B,A,75,71,,,,,
,,,,,html-keyboard-response,436,1231004,0.0-39.0-0.1,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,437,1236005,0.0-39.0-1.1,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5000,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪64</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>50%</span>
                    </p>",a,binary,,,,,,,B,27,4,4,0,B,A,75,36,,,,,
,,,,,html-keyboard-response,438,1237299,0.0-39.0-0.2,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,439,1244933,0.0-39.0-1.2,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,7632,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>55%</span>
                    </p>",a,binary,,,,,,,A,27,5,5,0,A,B,75,36,,,,,
,,,,,html-keyboard-response,440,1246109,0.0-39.0-0.3,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,441,1256088,0.0-39.0-1.3,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,9991,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>30%</span>
                      <span>50%</span>
                    </p>",d,binary,,,,,,,B,9,22,22,0,A,B,50,18,,,,,
,,,,,html-keyboard-response,442,1256999,0.0-39.0-0.4,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,443,1262744,0.0-39.0-1.4,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5744,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪71</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>55%</span>
                      <span>75%</span>
                    </p>",a,binary,,,,,,,A,39.05,18,18,0,A,B,55,71,,,,,
,,,,,html-keyboard-response,444,1263346,0.0-39.0-0.5,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,445,1266712,0.0-39.0-1.5,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3365,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪18</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>45%</span>
                    </p>",d,binary,,,,,,,B,4.95,14,14,0,A,B,45,11,,,,,
,,,,,html-keyboard-response,446,1267608,0.0-39.0-0.6,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,447,1270408,0.0-39.0-1.6,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2799,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪39</span>
                      <span>₪58</span>
                    </p>
                    <p class=""lotteries"">
                      <span>60%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,23.4,25,25,0,B,A,60,39,,,,,
,,,,,html-keyboard-response,448,1270948,0.0-39.0-0.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,449,1274945,0.0-39.0-1.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3996,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪71</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>60%</span>
                    </p>",d,binary,,,,,,,A,25.8,2,2,0,B,A,60,43,,,,,
,,,,,html-keyboard-response,450,1275815,0.0-39.0-0.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,451,1284984,0.0-39.0-1.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,9168,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪16</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>20%</span>
                      <span>50%</span>
                    </p>",a,binary,,,,,,,A,3.2,17,17,0,A,B,20,16,,,,,
,,,,,html-keyboard-response,452,1285795,0.0-39.0-0.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,453,1293217,0.0-39.0-1.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,7420,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪61</span>
                    </p>
                    <p class=""lotteries"">
                      <span>70%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,25.2,10,10,0,B,A,70,36,,,,,
,,,,,html-keyboard-response,454,1294406,0.0-39.0-0.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,455,1297801,0.0-39.0-1.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3393,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪58</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>40%</span>
                    </p>",a,binary,,,,,,,B,27,13,13,0,B,A,75,36,,,,,
,,,,,html-keyboard-response,456,1298639,0.0-39.0-0.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,457,1306641,0.0-39.0-1.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,8000,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪61</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,32.25,11,11,0,B,A,75,43,,,,,
,,,,,html-keyboard-response,458,1308076,0.0-39.0-0.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,459,1313224,0.0-39.0-1.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5147,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪76</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>65%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,B,32.25,19,19,0,A,B,75,43,,,,,
,,,,,html-keyboard-response,460,1314426,0.0-39.0-0.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,461,1316489,0.0-39.0-1.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2061,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪16</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>20%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,A,3.2,27,27,0,A,B,20,16,,,,,
,,,,,html-keyboard-response,462,1317873,0.0-39.0-0.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,463,1322209,0.0-39.0-1.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4335,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,A,8.25,29,29,1,A,B,75,11,,,,,
,,,,,html-keyboard-response,464,1323094,0.0-39.0-0.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,465,1330249,0.0-39.0-1.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,7154,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,B,3,23,23,0,B,A,75,4,,,,,
,,,,,html-keyboard-response,466,1331612,0.0-39.0-0.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
